state_name_harmonized,cause_group,dalys_n,deaths_n,Incidence,Prevalence,ylds_n,ylls_n,yll_fraction,yld_fraction,yld_yll_ratio
Arunachal Pradesh,unintentional_all,25573.160948538767,345.7503847715273,121254.0354102233,193252.50138647004,7914.552049476065,17658.608899062692,0.6905133446192812,0.30948665538071846,0.4481979353365805
Arunachal Pradesh,violence,4227.13870503697,57.2748179386879,5536.229833923502,64614.8863597558,1001.1734001447426,3225.9653048922264,0.7631557727330389,0.2368442272669608,0.31034847108443714
Assam,all_injuries,1360732.686652345,23560.59681505118,3005737.1717329454,6261867.446115429,259800.50022774588,1100932.1864245983,0.8090730804248526,0.19092691957514696,0.23598229158098952
Assam,burns,66083.54114673272,1067.16322089747,31434.57827192903,282750.63690692506,10543.70457011575,55539.83657661703,0.8404488562938188,0.1595511437061821,0.189840396011442
Assam,drowning,114261.61275183654,1898.146102875308,6471.159810153974,15187.263755752198,803.6971838819335,113457.91556795462,0.9929661662869449,0.007033833713055267,0.007083658992488418
Assam,falls,271501.8721885587,4167.183463653954,1568849.7516827935,3159937.4583583632,148889.67723437864,122612.19495418014,0.4516071803329065,0.548392819667094,1.2143137743355652
Assam,intentional_all,368412.3600968306,6431.577050277563,182321.14350071503,1578965.8103036927,33833.191414924084,334579.1686819068,0.9081648851139758,0.0918351148860251,0.10112163153555499
Assam,other_transport,33694.549400763135,674.1018935635806,8915.71401151507,35072.20420777986,2254.5411483595008,31440.00825240363,0.933088847055232,0.06691115294476793,0.07170930523490363
Assam,other_unintentional,2569.095923654704,41.407544860897495,532.3675571134971,99437.27822420267,8770.56794011961,2416.1717549638784,0.9404754928444706,3.41387328490363,3.6299439069681245
Assam,poisoning,17913.87128731421,312.6496641216945,2482.8883069571502,3437.3348659381186,331.9879155035637,17581.883371810643,0.9814675504708652,0.01853244952913458,0.018882386402121518
Assam,road,317524.72687440633,6289.789280362927,137550.2150676403,318138.2868375527,20607.42575711644,296917.3011172905,0.9350997764490105,0.06490022355099134,0.06940459744033556
Assam,self_harm,253307.04218924945,4743.144712639553,31807.707159805785,89846.01805709767,5257.370873785759,15220.120526824778,0.060085658871866655,0.02075493372923244,0.3454224205728121
Assam,transport_all,351219.27627517004,6963.891173926508,146465.92907915526,352731.4078571862,22861.96690547593,328357.3093696938,0.9349068560588782,0.06509314394112084,0.06962527177896898
Assam,unintentional_all,641101.050280344,10165.128590847107,2676950.099153073,4668284.137141375,203105.34190734604,437995.70837299817,0.6831929353125675,0.3168070646874328,0.4637153698647226
Assam,violence,110146.54554023105,1673.0441900225314,138521.84930570546,1407678.010207314,24617.5349409664,85529.01059926463,0.7765019790659267,0.22349802093407317,0.28782672415455324
Bihar,all_injuries,4123886.984292222,71534.19102939228,9971329.129448088,18409602.019952305,742050.7370746123,3381836.2472176086,0.820060360552783,0.17993963944721672,0.21942243291204042
Bihar,burns,172671.06213510525,2623.367437402628,85798.87298607468,705612.7069542949,26561.202280664627,146109.8598544406,0.8461745590011949,0.15382544099880502,0.18178925301225912
Bihar,drowning,386579.20780818927,5967.658253052032,13086.884056547871,27998.79525741074,1511.4941258962972,385067.71368229314,0.9960900790953917,0.0039099209046086665,0.003925268393556833
Bihar,falls,974234.551401094,17982.3155518301,4898862.878124916,8976784.360885365,426394.9867553233,547839.5646457712,0.5623282030573608,0.43767179694263975,0.7783209068352466
Bihar,intentional_all,697128.8982338741,11224.35251401895,519149.35409681423,4599915.132909056,86228.42609020896,610900.4721436646,0.8763092072231362,0.12369079277686303,0.14114971263261808
Bihar,other_transport,135409.94705987387,2612.304461594879,34886.24323919255,122913.55345486576,7930.950357081806,127478.99670279212,0.9414300756385723,0.058569924361428174,0.062213780796943605
Bihar,other_unintentional,90683.34569750394,5747.035987165114,571347.5557115721,243802.6570981269,22749.51473702003,308870.7662404922,3.406036288855119,0.25086761590057,0.07365382944434068
Bihar,poisoning,14013.07859796198,210.60500352935065,9813.00673426693,11838.28530226166,1151.6501521130708,12861.428445848918,0.9178160499092217,0.08218395009077901,0.08954294283577582
Bihar,road,62021.58642921435,18967.47729548264,391109.4879137348,234405.40723404533,56407.045686900114,924914.008861194,14.912775730379042,0.9094744093861231,0.06098625942140463
Bihar,self_harm,394142.0542453601,6714.671813724339,70842.01707929067,184677.76909159656,10886.442208375378,383255.6120369845,0.9723793944566022,0.027620605543397264,0.02840517363989657
Bihar,transport_all,1116731.0016079692,21579.781757077493,425995.7311529271,983635.3864201744,64337.99604398188,1052393.0055639858,0.9423872034076749,0.05761279659232374,0.06113495215554254
